Credit Name,State,sale_year,Underlying Moodys Rating,Fiscal Year End,Cash & Short-Term Investments (GF),Deferred Rev (GF),Total Liabilities (GF),Unassigned Fund Balance (GF),Total Fund Balance (GF),General Fund Rev,General Fund Exp,Total Taxable Assessed Value,Total Assessed Value,Current Debt Service (all Gov funds),Current Portion GO Debt (Gov),Current Portion Long-Term Debt (Gov),Short-Term Debt (Gov),Long-Term Debt (Gov),"Invested in Capital Assets, net of related debt (Gov)",Total Restricted Net Assets (Gov),Unrestricted Net Assets (Gov),Total Net Assets (Gov),Operating Grants & Contributions (Gov),Total Rev (Gov),Total Exp (Gov),Revenue Over Expense (Gov),Change in Net Assets (Gov),Total Pension Liability (EOY),Total Pension Expense,Population,Total Primary Government Expenses,moodys_ratings_num,short_run_pos,liquidity,net_assets_prev_year,net_asset_growth,operating_margin,own_source_rev,debt_burden,coverage,net_invest_prev_year,cap_asset_condition
Methuen,MA,2004,A1,2017-06-30,5579,0.0,10627,2569.0,3161,164900.0,167421.0,5034718.0,5034718.0,6924.0,2330.0,2330.0,2915.0,45192.0,131977.0,9334.0,-170541.0,-29230.0,69207.0,183280.0,197320.0,-14040.0,-8037.0,0.0,0.0,49973,209754.0,8,0.015579138872043662,0.5249835325115273,-188351.0,0.04267033357932796,0.07660410301178525,0.37760257529463115,0.9043283373021431,0.03509020879789175,120486.0,1.0953720764238168
Methuen,MA,2004,A1,2015-06-30,6507,0.0,10608,3194.0,3748,138916.0,140291.0,4628974.0,4628974.0,7861.0,6409.0,6504.0,23615.0,25436.0,123584.0,9227.0,-149351.0,-16540.0,59059.0,165477.0,167866.0,-2389.0,2315.0,0.0,0.0,49400,177077.0,8,0.02299231190071698,0.6134049773755657,-29230.0,-0.07919945261717413,0.014437051674855116,0.3569015633592584,0.5148987854251013,0.04682901838371082,131977.0,0.936405585821772
Methuen,MA,2004,A1,2019-06-30,7630,0.0,12822,5357.0,7174,165401.0,163824.0,5571227.0,5571227.0,4130.0,2419.0,2805.0,6249.0,43783.0,123310.0,10827.0,-299353.0,-165216.0,74671.0,193934.0,211639.0,-17705.0,-15354.0,0.0,0.0,50597,223655.0,8,0.03238795412361473,0.595070971767275,-16540.0,0.9282950423216445,0.0912939453628554,0.38503305248177216,0.8653279838725616,0.019514361719720846,123584.0,0.9977828845157949
Methuen,MA,2004,A1,2016-06-30,6702,0.0,10059,4005.0,4804,144219.0,144065.0,4804659.0,4804659.0,8036.0,5509.0,5604.0,14812.0,34832.0,126956.0,9505.0,-157653.0,-21192.0,63988.0,176152.0,182312.0,-6160.0,-4653.0,0.0,0.0,49818,193534.0,8,0.027770266053709983,0.6662690128243364,-165216.0,0.028163131900058105,0.03496979881011853,0.36325446205549755,0.6991850335220201,0.044078283382333584,123310.0,1.0295677560619576
Rosenberg,TX,2004,A2,2020-09-30,18044,0.0,3708,18906.0,19287,34017.0,32321.0,2657840.0,3273215.0,8382.0,4180.0,4180.0,0.0,57433.0,54627.0,20375.0,-2926.0,72076.0,1367.0,41519.0,43017.0,-1498.0,1215.0,83651.0,3077.0,38264,56972.0,7,0.5557809330628803,4.866235167206041,67321.0,0.01804786025163025,0.03607986704882102,0.03292468508393748,1.5009669663391176,0.19485319757305253,39787.0,1.372986151255435
Rosenberg,TX,2004,A2,2015-09-30,13796,0.0,2174,15450.0,15469,26457.0,23458.0,1783739.0,2129656.0,7160.0,4797.0,4954.0,0.0,58760.0,45031.0,11648.0,10602.0,67281.0,253.0,32884.0,31354.0,1530.0,3368.0,58432.0,1578.0,34309,39620.0,7,0.5839664361038667,6.34590616375345,72076.0,0.04672845329929519,-0.046527186473665,0.007693711227344606,1.7126701448599493,0.22836001786056007,54627.0,0.8243359510864591
Rosenberg,TX,2004,A2,2018-09-30,18959,0.0,4159,15888.0,20268,32023.0,29064.0,2344723.0,2875424.0,12740.0,5335.0,5335.0,0.0,71814.0,32416.0,21514.0,14842.0,68772.0,1042.0,40609.0,40898.0,-289.0,8848.0,69208.0,1956.0,37187,52275.0,7,0.4961433969334541,4.558547727819187,67281.0,0.13150815237585647,0.007116649018690438,0.025659336600261026,1.9311587382687498,0.31150667514303876,45031.0,0.7198596522395683
Rosenberg,TX,2004,A2,2016-09-30,13978,0.0,2166,15670.0,15695,25943.0,26474.0,1933380.0,2270924.0,7547.0,5322.0,5322.0,0.0,63048.0,44537.0,13430.0,9022.0,66989.0,184.0,32446.0,36504.0,-4058.0,-291.0,62389.0,2544.0,35369,46244.0,7,0.6040164977065104,6.4533702677747,68772.0,-0.004231373233292619,0.12506934599026073,0.005670960981322813,1.7825779637535695,0.20674446635985097,32416.0,1.373920286278381
Rosenberg,TX,2004,A2,2019-09-30,16150,0.0,3197,15927.0,17775,33325.0,31588.0,2501176.0,3072213.0,10360.0,5105.0,5105.0,0.0,63416.0,43106.0,20039.0,7716.0,70861.0,743.0,40114.0,45926.0,-5812.0,2090.0,77604.0,8231.0,37807,59735.0,7,0.47792948237059263,5.051610885204879,66989.0,0.03119915209959844,0.14488707184524105,0.018522211696664508,1.6773613352024757,0.2255802813221269,44537.0,0.967869411949615
Baytown,TX,2005,Aa3,2020-09-30,35217,745.0,9152,36991.0,36997,114307.0,95728.0,4397652.0,5865969.0,18220.0,13024.0,13376.0,0.0,116269.0,167979.0,87345.0,-42040.0,213284.0,12196.0,152954.0,132230.0,20724.0,94151.0,366958.0,13355.0,77644,185511.0,9,0.3236109774554489,4.189009159034138,84660.0,1.11210725253957,-0.13549171646377342,0.07973639133334205,1.497462778836742,0.13779021402102398,145445.0,1.154931417374265
Baytown,TX,2005,Aa3,2017-09-30,16098,793.0,6496,17569.0,17572,84297.0,81799.0,3333785.0,4408753.0,14941.0,9202.0,9532.0,0.0,123625.0,132730.0,23942.0,-57341.0,99331.0,5944.0,112080.0,119829.0,-7749.0,699.0,304437.0,13150.0,76864,168583.0,9,0.2084178559142081,2.8227248816412414,213284.0,0.003277320380337953,0.06913811563169164,0.05303354746609565,1.6083602206494587,0.12468601089886422,167979.0,0.7901582935962234
Baytown,TX,2005,Aa3,2015-09-30,24786,384.0,5863,23823.0,23826,71108.0,72673.0,2762640.0,3664356.0,12160.0,8598.0,8914.0,0.0,124347.0,109962.0,43613.0,-60555.0,93020.0,5947.0,100045.0,95255.0,4790.0,7960.0,269322.0,1360.0,76409,138086.0,9,0.33502559486977557,4.523818215002738,99331.0,0.08013611057977872,-0.047878454695387075,0.059443250537258234,1.6273868261592221,0.12765734082200408,132730.0,0.828463798689068
Baytown,TX,2005,Aa3,2016-09-30,17389,473.0,5913,18130.0,18134,73284.0,73883.0,3026608.0,4021307.0,14445.0,9729.0,10053.0,0.0,133727.0,124672.0,23872.0,-49912.0,98632.0,4920.0,99506.0,103064.0,-3558.0,5612.0,284672.0,11357.0,76775,148985.0,9,0.24739370121718246,3.1965073529411763,93020.0,0.06033111158890561,0.03575663779068599,0.04944425461781199,1.7418039726473462,0.14015563145230148,109962.0,1.1337734853858605
Baytown,TX,2005,Aa3,2019-09-30,36852,10319.0,16653,27606.0,27610,105756.0,92221.0,3961604.0,5216036.0,23087.0,11583.0,11927.0,0.0,124629.0,157059.0,29898.0,-67824.0,119133.0,7109.0,138555.0,111310.0,27245.0,34472.0,346008.0,16184.0,77053,160990.0,9,0.26103483490298424,5.8181244079570575,98632.0,0.3495011760888961,-0.19663671466204757,0.051308144780051246,1.6174451351667034,0.2074117329979337,124672.0,1.2597776565708418
Beaverton,OR,2005,Aa2,2019-06-30,21908,0.0,6334,10109.0,20519,62805.0,59485.0,9976307.0,10226903.0,4087.0,873.0,2685.0,0.0,39078.0,184269.0,24408.0,-25887.0,182790.0,16898.0,98880.0,98023.0,857.0,8740.0,0.0,0.0,98882,122812.0,10,0.1609585224106361,3.4587938111777707,190676.0,0.04583691707398938,-0.008667071197411003,0.17089401294498383,0.39519831718614107,0.04169429623659753,200914.0,0.917153608011388
Beaverton,OR,2005,Aa2,2017-06-30,20101,0.0,6975,9928.0,19755,60004.0,57062.0,9344513.0,9483204.0,3446.0,1535.0,2699.0,0.0,41739.0,153755.0,23021.0,-14827.0,161949.0,13980.0,87243.0,93298.0,-6055.0,-2441.0,0.0,0.0,97863,114244.0,10,0.16545563629091395,2.881863799283154,182790.0,-0.013354122216751464,0.06940384901940556,0.16024208245933771,0.4265043990067748,0.03693541126283521,184269.0,0.8344051359696965
Beaverton,OR,2005,Aa2,2015-06-30,19804,0.0,7441,11296.0,17606,53316.0,51202.0,8682935.0,8682935.0,3062.0,1447.0,2592.0,0.0,9459.0,151321.0,18560.0,11940.0,181821.0,13552.0,77491.0,63716.0,13775.0,17755.0,0.0,0.0,94800,81055.0,10,0.21186885737864805,2.6614702324956325,161949.0,0.10963327961271759,-0.177762578880128,0.174884825334555,0.09977848101265822,0.04805700295059326,153755.0,0.9841696205001463
Beaverton,OR,2005,Aa2,2020-06-30,23794,0.0,5712,4896.0,23033,64927.0,64277.0,10334533.0,10623637.0,23661.0,958.0,3773.0,0.0,122071.0,188525.0,29334.0,-33839.0,184020.0,16387.0,101613.0,112473.0,-10860.0,1230.0,0.0,0.0,99075,142995.0,10,0.07540776564449304,4.165616246498599,181821.0,0.006764895144125266,0.10687608868943935,0.1612687352996172,1.2321069896543022,0.21037048891734017,151321.0,1.2458614468580038
Beaverton,OR,2005,Aa2,2018-06-30,19930,0.0,6276,8253.0,19210,58973.0,57115.0,9652767.0,9858766.0,4427.0,1055.0,2652.0,0.0,40895.0,173735.0,21966.0,-21651.0,174050.0,14278.0,88412.0,94362.0,-5950.0,12472.0,0.0,0.0,97974,115853.0,10,0.1399453987417971,3.175589547482473,184020.0,0.06777524182154114,0.06729855675700132,0.16149391485318734,0.4174066589095066,0.04691507174498209,188525.0,0.9215488661981169
Beaverton,OR,2005,Aa2,2016-06-30,20727,0.0,7760,9294.0,19350,56021.0,53549.0,9039952.0,9039952.0,3061.0,1527.0,2774.0,0.0,6917.0,153207.0,19747.0,-8564.0,164390.0,12632.0,79870.0,100498.0,-20628.0,-17340.0,0.0,0.0,95959,122370.0,10,0.1659020724371218,2.6710051546391753,174050.0,-0.09962654409652398,0.2582696882433955,0.1581570051333417,0.07208286872518471,0.030458317578459272,173735.0,0.8818430368089332
Bedford,TX,2005,A1,2017-09-30,11108,0.0,2594,11874.0,11939,28953.0,32530.0,3390275.0,3853701.0,6827.0,4681.0,4855.0,0.0,18324.0,16731.0,9064.0,-2200.0,23595.0,25.0,38685.0,40591.0,-1906.0,1303.0,30700.0,2323.0,49515,60030.0,8,0.41011294166407625,4.28218966846569,30218.0,0.043119994705142634,0.04926974279436474,0.0006462453147214682,0.37006967585580125,0.1681899928555591,26262.0,0.6370801919122687
Bedford,TX,2005,A1,2020-09-30,19181,779.0,4796,17753.0,17826,36501.0,34790.0,4677996.0,5279533.0,7854.0,4793.0,4837.0,0.0,74697.0,30870.0,6520.0,2257.0,39647.0,1979.0,49297.0,43225.0,6072.0,9429.0,43488.0,2176.0,48905,64138.0,8,0.4863702364318786,4.77495643515061,23595.0,0.3996185632549269,-0.12317179544394183,0.04014443069557985,1.5273898374399346,0.1817004048582996,16731.0,1.8450779989241528
Bedford,TX,2005,A1,2015-09-30,9267,0.0,5788,7200.0,7527,27377.0,29848.0,3088050.0,3537202.0,7134.0,5766.0,5855.0,0.0,27823.0,12690.0,6584.0,-3087.0,16187.0,61.0,37815.0,38429.0,-614.0,1946.0,22398.0,2725.0,48755,56132.0,8,0.2629944844212295,1.601071181755356,39647.0,0.04908315887709032,0.01623694301203226,0.0016131164881660717,0.570669674905138,0.18564105233027142,30870.0,0.4110787172011662
Bedford,TX,2005,A1,2016-09-30,12090,0.0,3077,7437.0,12300,32103.0,30513.0,3077152.0,3528363.0,6818.0,5676.0,5768.0,0.0,22054.0,16608.0,5917.0,-684.0,21841.0,42.0,42242.0,39367.0,2875.0,5655.0,26540.0,2181.0,49156,57751.0,8,0.23166059246799364,3.92915177120572,16187.0,0.3493544202137518,-0.06806022442119218,0.0009942711045878509,0.4486532671494833,0.17319074351614297,12690.0,1.3087470449172576
Bedford,TX,2005,A1,2018-09-30,12974,0.0,3067,13588.0,13648,31482.0,33272.0,3805524.0,4352420.0,7917.0,4755.0,5007.0,0.0,71616.0,20557.0,7369.0,-1848.0,26078.0,46.0,42658.0,42164.0,494.0,4053.0,34591.0,2078.0,49549,62330.0,8,0.43161171463058257,4.230192370394522,21841.0,0.18556842635410467,-0.011580477284448403,0.0010783440386328473,1.4453571212335263,0.18776681529266673,16608.0,1.2377769749518304
Bedford,TX,2005,A1,2019-09-30,12640,0.0,3089,12824.0,12893,32578.0,36307.0,4257159.0,4832935.0,8151.0,4290.0,4510.0,0.0,69983.0,26262.0,7222.0,-3266.0,30218.0,63.0,46664.0,45671.0,993.0,4140.0,39124.0,2563.0,49430,66772.0,8,0.39363987967339925,4.091939138879896,26078.0,0.15875450571362834,-0.021279787416423796,0.0013500771472655581,1.415800121383775,0.17847211578463357,20557.0,1.27752103906212
Bedford,TX,2005,A1,2017-09-30,11108,0.0,2594,11874.0,11939,28953.0,32530.0,3390275.0,3853701.0,6827.0,4681.0,4855.0,0.0,18324.0,16731.0,9064.0,-2200.0,23595.0,25.0,38685.0,40591.0,-1906.0,1303.0,30700.0,2323.0,49515,60030.0,8,0.41011294166407625,4.28218966846569,30218.0,0.043119994705142634,0.04926974279436474,0.0006462453147214682,0.37006967585580125,0.1681899928555591,26262.0,0.6370801919122687
Bedford,TX,2005,A1,2020-09-30,19181,779.0,4796,17753.0,17826,36501.0,34790.0,4677996.0,5279533.0,7854.0,4793.0,4837.0,0.0,74697.0,30870.0,6520.0,2257.0,39647.0,1979.0,49297.0,43225.0,6072.0,9429.0,43488.0,2176.0,48905,64138.0,8,0.4863702364318786,4.77495643515061,23595.0,0.3996185632549269,-0.12317179544394183,0.04014443069557985,1.5273898374399346,0.1817004048582996,16731.0,1.8450779989241528
Bedford,TX,2005,A1,2015-09-30,9267,0.0,5788,7200.0,7527,27377.0,29848.0,3088050.0,3537202.0,7134.0,5766.0,5855.0,0.0,27823.0,12690.0,6584.0,-3087.0,16187.0,61.0,37815.0,38429.0,-614.0,1946.0,22398.0,2725.0,48755,56132.0,8,0.2629944844212295,1.601071181755356,39647.0,0.04908315887709032,0.01623694301203226,0.0016131164881660717,0.570669674905138,0.18564105233027142,30870.0,0.4110787172011662
Bedford,TX,2005,A1,2016-09-30,12090,0.0,3077,7437.0,12300,32103.0,30513.0,3077152.0,3528363.0,6818.0,5676.0,5768.0,0.0,22054.0,16608.0,5917.0,-684.0,21841.0,42.0,42242.0,39367.0,2875.0,5655.0,26540.0,2181.0,49156,57751.0,8,0.23166059246799364,3.92915177120572,16187.0,0.3493544202137518,-0.06806022442119218,0.0009942711045878509,0.4486532671494833,0.17319074351614297,12690.0,1.3087470449172576
Bedford,TX,2005,A1,2018-09-30,12974,0.0,3067,13588.0,13648,31482.0,33272.0,3805524.0,4352420.0,7917.0,4755.0,5007.0,0.0,71616.0,20557.0,7369.0,-1848.0,26078.0,46.0,42658.0,42164.0,494.0,4053.0,34591.0,2078.0,49549,62330.0,8,0.43161171463058257,4.230192370394522,21841.0,0.18556842635410467,-0.011580477284448403,0.0010783440386328473,1.4453571212335263,0.18776681529266673,16608.0,1.2377769749518304
Burlington,NC,2005,A1,2020-06-30,25338,0.0,4185,7491.0,34022,58816.0,56832.0,5134313.0,5240746.0,2646.0,508.0,1846.0,0.0,3022.0,70063.0,18634.0,3725.0,92422.0,3794.0,61824.0,63595.0,-1771.0,-672.0,6549.0,593.0,54499,94176.0,8,0.12736330250272035,6.054480286738351,95665.0,-0.007024512622171118,0.028645833333333332,0.06136775362318841,0.055450558725848184,0.041607044578976335,68296.0,1.0258726718987934
Burlington,NC,2005,A1,2018-06-30,32262,0.0,3973,7823.0,42737,55687.0,58103.0,4828980.0,4875964.0,2647.0,526.0,1859.0,0.0,4065.0,63335.0,17333.0,16975.0,97643.0,3527.0,57675.0,59628.0,-1953.0,-1873.0,6506.0,512.0,53133,85739.0,8,0.1404816204859303,8.120312106720363,92422.0,-0.020265737594944926,0.03386215864759428,0.0611530125704378,0.07650612613629948,0.044391896424498554,70063.0,0.90397213936029
Burlington,NC,2005,A1,2017-06-30,33611,0.0,4010,9735.0,46354,55543.0,56289.0,4841952.0,4889166.0,2797.0,535.0,1860.0,0.0,4608.0,61866.0,15836.0,40730.0,118432.0,2528.0,57672.0,58664.0,-992.0,139.0,5983.0,409.0,52198,86943.0,8,0.17526961093207064,8.381795511221945,97643.0,0.0014235531476910787,0.01720072132057151,0.043834096268553197,0.08827924441549484,0.04767830355925269,63335.0,0.976805873529644
Burlington,NC,2005,A1,2019-06-30,27764,0.0,4321,5836.0,36662,58812.0,60663.0,5002404.0,5050090.0,2675.0,517.0,1936.0,0.0,3567.0,66804.0,18886.0,7405.0,93095.0,2816.0,60371.0,61874.0,-1503.0,-34.0,6297.0,511.0,53906,90740.0,8,0.09923144936407535,6.425364498958574,118432.0,-0.0002870845717373683,0.02489605936625201,0.046644912292325785,0.0661707416614106,0.04323302194782946,61866.0,1.079817670449035
Coral Springs,FL,2005,Aaa,2019-09-30,32038,4204.0,13991,0.0,29002,134287.0,118087.0,10194470.0,14992398.0,10398.0,2085.0,8178.0,0.0,83132.0,114640.0,31250.0,4405.0,150295.0,15817.0,178255.0,157225.0,21030.0,21719.0,339937.0,-10997.0,133836,184421.0,12,0.0,3.273526106059058,142892.0,0.15199591299722867,-0.11797705534206614,0.08873243387282265,0.6211482710182612,0.06613452059150898,113575.0,1.0093770636143518
Coral Springs,FL,2005,Aaa,2018-09-30,29213,3855.0,10988,0.0,27470,129086.0,117360.0,9609851.0,14167249.0,10047.0,2031.0,7605.0,0.0,85553.0,116042.0,11177.0,1357.0,128576.0,15225.0,168108.0,157337.0,10771.0,12883.0,315161.0,-9670.0,133632,182871.0,12,0.0,4.095471751016403,150295.0,0.08571808776073722,-0.06407190615556665,0.09056677849953601,0.6402134219348659,0.06385656266485315,114640.0,1.0122295882763432
Coral Springs,FL,2005,Aaa,2016-09-30,28550,4506.0,10951,4656.0,27942,111942.0,100911.0,8484200.0,12635464.0,8475.0,1927.0,7296.0,0.0,91290.0,112287.0,12340.0,11091.0,135718.0,14005.0,147165.0,139964.0,7201.0,7814.0,272326.0,-5150.0,130184,164538.0,12,0.04159296778688964,4.4297905352986815,128576.0,0.06077339472374316,-0.04893147147759318,0.09516529066014337,0.7012382474036748,0.06055128461604412,116042.0,0.9676410265248789
Coral Springs,FL,2005,Aaa,2015-09-30,26683,5031.0,9991,3544.0,25547,108438.0,97652.0,8112210.0,11729587.0,6678.0,1665.0,5676.0,0.0,59728.0,114858.0,10780.0,2265.0,127903.0,14310.0,143865.0,138947.0,4918.0,5498.0,279669.0,-2986.0,128867,161682.0,12,0.032682270052933476,5.379637096774194,135718.0,0.040510470239761856,-0.03418482605220172,0.0994682514857679,0.4634856091939752,0.04806149107213542,112287.0,1.02289668438911
Coral Springs,FL,2005,Aaa,2020-09-30,39465,4507.0,11919,2557.0,36692,141949.0,119851.0,10659708.0,15646771.0,11719.0,2129.0,8395.0,0.0,80513.0,121058.0,18822.0,19068.0,158948.0,16220.0,183762.0,176591.0,7171.0,8653.0,395186.0,4203.0,133931,205989.0,12,0.01801351189511726,5.324473826227739,127903.0,0.06765283066073509,-0.03902330187960514,0.08826634451083466,0.6011528324286386,0.06636238539902939,114858.0,1.0539796966689303
Friendswood,TX,2005,A1,2016-09-30,13299,0.0,2630,9776.0,13760,24288.0,25432.0,2920798.0,3697577.0,2492.0,1545.0,1604.0,0.0,30345.0,73588.0,1406.0,5580.0,80574.0,800.0,27089.0,28924.0,-1835.0,-119.0,65783.0,2618.0,38868,38542.0,8,0.40250329380764166,5.056653992395438,76161.0,-0.0015624794842504694,0.06773967292997157,0.029532282476281885,0.7807193578264897,0.08615682478218781,68991.0,1.0666318795205172
Friendswood,TX,2005,A1,2015-09-30,12393,0.0,2254,8760.0,13559,23571.0,23797.0,2626523.0,3387967.0,2049.0,1390.0,1570.0,0.0,23316.0,73612.0,1180.0,5901.0,80693.0,661.0,25626.0,27141.0,-1515.0,2937.0,61703.0,1786.0,38302,36295.0,8,0.37164312078401424,5.498225377107365,80574.0,0.03645096433092561,0.05911964411144931,0.025794115351596036,0.6087410579082032,0.07549463910688627,73588.0,1.000326140131543
Friendswood,TX,2005,A1,2017-09-30,13249,0.0,3708,9547.0,13543,26332.0,28687.0,3120720.0,4098074.0,2984.0,1775.0,2033.0,0.0,34703.0,72631.0,2535.0,5532.0,80698.0,2591.0,31088.0,32543.0,-1455.0,124.0,70456.0,2985.0,39414,42131.0,8,0.36256266140057725,3.5730852211434736,80693.0,0.001536688436419516,0.04680262480699948,0.08334405558414823,0.8804739432688893,0.09169406631226378,73612.0,0.9866733684725316
Friendswood,TX,2005,A1,2018-09-30,12901,0.0,1796,9052.0,14285,29598.0,31431.0,3499122.0,4393838.0,3283.0,1815.0,2192.0,0.0,32665.0,68320.0,4086.0,6249.0,78655.0,4924.0,34987.0,37204.0,-2217.0,-662.0,75151.0,2290.0,39829,47253.0,8,0.3058314750996689,7.183184855233853,80698.0,-0.008203425115864086,0.0633663932317718,0.14073798839568982,0.8201310602827085,0.08824319965595097,72631.0,0.940645179055775
Friendswood,TX,2005,A1,2019-09-30,12992,0.0,2740,10609.0,14223,27794.0,29524.0,3374237.0,4329243.0,3281.0,1855.0,2021.0,0.0,30439.0,66823.0,4004.0,5402.0,76229.0,1843.0,33441.0,37325.0,-3884.0,-2427.0,79423.0,3392.0,40066,50412.0,8,0.38170108656544577,4.741605839416058,78655.0,-0.030856271057148305,0.11614485212762776,0.055111988277862504,0.7597214595916737,0.08790354989953114,68320.0,0.9780884074941452
Grand Prairie,TX,2005,Aa3,2019-09-30,42090,627.0,10989,41554.0,45180,150707.0,127630.0,14755016.0,18512092.0,46769.0,25595.0,34865.0,0.0,418454.0,311020.0,58899.0,4164.0,374083.0,39865.0,293909.0,293399.0,510.0,16340.0,587394.0,28727.0,193888,389866.0,9,0.2757270730622997,4.061957151129126,405408.0,0.040305075380850895,-0.0017352309728521412,0.13563722104460904,2.1582253672223137,0.15940408794849334,278751.0,1.1157628134069475
Grand Prairie,TX,2005,Aa3,2015-09-30,27201,848.0,9947,26212.0,27748,114115.0,103001.0,10558458.0,12896159.0,43958.0,15550.0,20600.0,0.0,219942.0,333061.0,53393.0,18506.0,404960.0,33329.0,212130.0,214491.0,-2361.0,1301.0,470075.0,10085.0,185744,293167.0,9,0.229698111554134,2.989449390042862,374083.0,0.0034778378060483905,0.011129967472776128,0.1571159194833357,1.184113618744078,0.2049409998554718,311020.0,1.0708668252845477
Grand Prairie,TX,2005,Aa3,2018-09-30,30541,682.0,11884,30344.0,33745,134913.0,123412.0,13521607.0,16951057.0,38779.0,22395.0,31085.0,0.0,330566.0,266215.0,81031.0,10497.0,357743.0,35266.0,264029.0,272900.0,-8871.0,1373.0,555775.0,15204.0,193868,366153.0,9,0.22491531579610563,2.726388144974112,404960.0,0.003390458316870802,0.03359858197394983,0.13356866101829723,1.705108630614645,0.1420996702088677,333061.0,0.7992980264876404
Grand Prairie,TX,2005,Aa3,2016-09-30,28689,793.0,10494,28320.0,31012,122518.0,108082.0,11095610.0,13539468.0,33383.0,17280.0,22735.0,0.0,303579.0,308746.0,57404.0,41954.0,408104.0,37024.0,235192.0,245953.0,-10761.0,3144.0,496727.0,17874.0,188319,331002.0,9,0.23114970861424444,2.9573239872178125,357743.0,0.008788431919003307,0.04575410728256063,0.15742032041906187,1.6120465805362179,0.13572918403109538,266215.0,1.1597618466277257
Grand Prairie,TX,2005,Aa3,2020-09-30,58595,572.0,12985,47731.0,60648,159544.0,128429.0,16325123.0,20325674.0,50675.0,24990.0,34875.0,0.0,381150.0,336591.0,58788.0,701.0,396080.0,63784.0,317554.0,300805.0,16749.0,21997.0,619684.0,19218.0,194419,395540.0,9,0.2991713884571027,4.72045436236204,408104.0,0.0539004763491659,-0.05274378530895533,0.20086032611776264,1.9604565397414861,0.16846461993650372,308746.0,1.0901874032376129
Kennewick,WA,2005,A2,2017-12-31,12270,53.0,5485,3761.0,11016,48920.0,47722.0,5794192.0,5794192.0,4055.0,2065.0,2768.0,0.0,31788.0,188987.0,15675.0,28882.0,233544.0,6914.0,67064.0,62586.0,4478.0,5921.0,1940.0,27.0,81635,92821.0,7,0.07688062142273099,2.258836524300442,227656.0,0.026008539199493974,-0.06677203864964809,0.10309555051890731,0.38939180498560666,0.06479084779343623,188753.0,1.001239715395252
Kennewick,WA,2005,A2,2019-12-31,13115,152.0,6897,3155.0,11229,52960.0,48675.0,6630200.0,6630200.0,3638.0,2190.0,2644.0,0.0,28587.0,189358.0,19384.0,19888.0,228630.0,7475.0,74271.0,66565.0,7706.0,974.0,2101.0,409.0,84265,105417.0,7,0.059573262839879154,1.944403261675315,233544.0,0.0041705203302161474,-0.10375516688882605,0.10064493543913505,0.3392511718981784,0.054653346353188616,188987.0,1.0019630979908671
Kennewick,WA,2005,A2,2020-12-31,16296,33.0,6182,5831.0,14024,55863.0,47183.0,7319088.0,7319088.0,3999.0,2555.0,2993.0,0.0,35791.0,187603.0,19751.0,25478.0,232832.0,11839.0,74760.0,69518.0,5242.0,4202.0,2091.0,63.0,83921,107762.0,7,0.10438035909278055,2.6501870222800457,228630.0,0.018379040370904955,-0.07011771000535046,0.15836008560727663,0.4264844317870378,0.05752466986967404,189358.0,0.9907318412742002
Logan,UT,2005,A1,2015-06-30,5405,83.0,4801,4447.0,10245,29246.0,29792.0,2111700.0,2111700.0,2384.0,535.0,2125.0,0.0,4748.0,67157.0,11278.0,16132.0,94567.0,6567.0,37233.0,32492.0,4741.0,12473.0,29822.0,736.0,49072,82274.0,8,0.15205498187786365,1.145612547689699,192070.0,0.06493986567397303,-0.12733327961754357,0.17637579566513575,0.09675578741441147,0.07337190693093684,116793.0,0.5750087762109031
Logan,UT,2005,A1,2018-06-30,11820,98.0,6362,7363.0,12762,32947.0,30635.0,2458105.0,2458105.0,1006.0,611.0,611.0,0.0,616.0,84990.0,14478.0,27685.0,127153.0,5738.0,40410.0,36363.0,4047.0,14967.0,34947.0,1155.0,51100,88489.0,8,0.2234801347618903,1.8869731800766283,94567.0,0.15826874068121013,-0.10014847809948033,0.14199455580301906,0.012054794520547946,0.027665484145972554,67157.0,1.2655419390383729
Logan,UT,2005,A1,2017-06-30,8531,84.0,5123,6738.0,11909,31403.0,30557.0,2166609.0,2166609.0,2613.0,599.0,979.0,0.0,1227.0,76346.0,13651.0,22189.0,112186.0,6583.0,38749.0,36478.0,2271.0,7870.0,33378.0,1589.0,50677,86640.0,8,0.21456548737381778,1.6929946417940067,127153.0,0.06189393879814082,-0.0586079640764923,0.16988825518077885,0.024212167255362394,0.07163221667854597,84990.0,0.8982939169314037
Logan,UT,2005,A1,2020-06-30,14722,32.0,5953,9616.0,16744,41780.0,33295.0,2989609.0,2989609.0,621.0,0.0,0.0,0.0,0.0,100994.0,18049.0,41709.0,160752.0,6840.0,49184.0,38882.0,10302.0,20119.0,36185.0,875.0,51537,95118.0,8,0.23015797032072763,2.4864043235939874,112186.0,0.17933610254398943,-0.2094583604424203,0.13906961613532856,0.0,0.01597140064811481,76346.0,1.3228459906216437
Logan,UT,2005,A1,2016-06-30,6597,106.0,4916,4789.0,11153,29617.0,31248.0,2069353.0,2069353.0,4687.0,592.0,2547.0,0.0,2206.0,73427.0,11763.0,19083.0,104273.0,6672.0,38654.0,34819.0,3835.0,9706.0,31343.0,1505.0,49801,85524.0,8,0.16169767363338622,1.3715176715176716,160752.0,0.060378720015925154,-0.09921353546851555,0.1726082682257981,0.044296299271098974,0.13461041385450473,100994.0,0.7270431906845951
